symbol,timeframe,trade_id,signal_time,direction,pattern_group,entry1_price,entry1_filled,entry2_price,entry2_filled,exit_price,exit_time,exit_reason,pnl_pct,tp_price,sl_price
LQTYUSDT,30m,3,2025-11-05 20:30:00,Short,G2,0.5032,True,0.4996,True,0.5169,2025-11-06 01:30:00,SL,-3.0913442361388257,0.4938,0.5169
LQTYUSDT,25m,0,2025-11-03 07:55:00,Long,G3,0.5177,False,0.5257,True,0.5299,2025-11-03 08:20:00,TP,0.399467376830901,0.5299,0.5124
SXPUSDT,1h,0,2025-11-05 03:00:00,Long,G1,0.095,False,0.1011,True,0.1018,2025-11-05 11:00:00,TP,0.3461918892185985,0.1018,0.0949
SXPUSDT,45m,0,2025-11-05 03:00:00,Long,G1,0.095,False,0.1011,True,0.1018,2025-11-05 11:15:00,TP,0.3461918892185985,0.1018,0.0949
RUNEUSDT,30m,0,2025-10-27 17:00:00,Long,G1,0.904,False,0.911,True,0.912,2025-10-27 17:30:00,TP,0.054884742041712446,0.912,0.896
RUNEUSDT,30m,1,2025-11-06 13:30:00,Long,G1,0.737,False,0.747,True,0.747,2025-11-06 14:00:00,TP,0.0,0.747,0.733
RUNEUSDT,1h,0,2025-10-27 17:00:00,Long,G1,0.904,False,0.911,True,0.914,2025-10-27 18:00:00,TP,0.16465422612513736,0.914,0.896
MIRAUSDT,1h,0,2025-10-16 12:00:00,Long,G1,0.322,False,0.3332,True,0.3326,2025-10-16 13:00:00,TP,-0.09003601440576073,0.3326,0.314
MIRAUSDT,1h,1,2025-11-05 04:00:00,Long,G1,0.1945,False,0.2026,True,0.2097,2025-11-05 13:00:00,TP,1.7522211253701865,0.2097,0.1906
BRETTUSDT,30m,0,2025-10-26 20:00:00,Short,G2,0.02939,True,0.02934,True,0.02977,2025-10-26 22:00:00,SL,-1.3791929167376098,0.02904,0.02977
BRETTUSDT,1h,0,2025-10-24 15:00:00,Short,G1,0.02728,True,0.02685,True,0.02818,2025-10-26 08:00:00,SL,-4.119711804914101,0.02651,0.02818
SEIUSDT,30m,0,2025-11-02 13:30:00,Short,G2,0.1983,True,0.1976,True,0.196,2025-11-02 14:00:00,TP,0.9850972467794934,0.196,0.2022
SEIUSDT,30m,1,2025-11-02 21:00:00,Long,G3,0.1898,False,0.1904,True,0.1924,2025-11-02 23:00:00,TP,0.5252100840336066,0.1924,0.1882
SEIUSDT,1h,0,2025-10-17 01:00:00,Long,G1,0.2022,True,0.2056,True,0.2018,2025-10-17 05:00:00,SL,-1.0299166257969548,0.2118,0.2018
SUIUSDT,30m,0,2025-10-24 10:30:00,Short,G2,2.4846,False,2.4663,True,2.4703,2025-10-24 11:00:00,TP,-0.08109313546608286,2.4703,2.49
SUIUSDT,30m,1,2025-10-27 03:30:00,Short,G1,2.7025,False,2.6675,True,2.6611,2025-10-27 04:00:00,TP,0.11996251171509248,2.6611,2.7042
SUIUSDT,1h,0,2025-10-09 18:00:00,Long,G1,3.341,False,3.3916,True,3.4323,2025-10-10 03:00:00,TP,0.6000117938436164,3.4323,3.324
SUIUSDT,1h,1,2025-10-17 04:00:00,Long,G1,2.496,True,2.528,True,2.4758,2025-10-17 06:00:00,SL,-1.441082802547771,2.5536,2.4758
SUIUSDT,15m,0,2025-10-30 08:15:00,Short,G1,2.4979,True,2.4925,True,2.4701,2025-10-30 09:15:00,TP,1.0059313882654746,2.4701,2.5222
SUIUSDT,15m,1,2025-11-01 02:45:00,Long,G2,2.3494,True,2.3508,True,2.3605,2025-11-01 06:30:00,TP,0.44253436023997883,2.3605,2.3307
HUSDT,30m,0,2025-10-19 21:30:00,Short,G1,0.17079,False,0.1637,True,0.16029,2025-10-19 22:00:00,TP,1.0415394013439292,0.16029,0.1795
HUSDT,1h,0,2025-11-03 02:00:00,Short,G1,0.26981,False,0.25466,True,0.25074,2025-11-03 03:00:00,TP,0.7696536558548612,0.25074,0.27701
CUSDT,30m,0,2025-10-24 08:00:00,Short,G2,0.11247,True,0.11081,True,0.11108,2025-10-24 08:30:00,TP,0.5016123253314269,0.11108,0.11524
CUSDT,15m,0,2025-11-03 07:30:00,Long,G1,0.09814,True,0.09964,True,0.09742,2025-11-03 10:45:00,SL,-1.486500151683688,0.1022,0.09742
CUSDT,15m,1,2025-11-04 00:15:00,Short,G3,0.09247,True,0.09207,True,0.09277,2025-11-04 00:30:00,SL,-0.5418879375745251,0.09071,0.09277
CUSDT,45m,0,2025-11-03 12:00:00,Long,G2,0.0986,True,0.09909,True,0.09705,2025-11-03 15:00:00,SL,-1.8159745055389662,0.10027,0.09705
BULLAUSDT,1h,0,2025-10-08 02:00:00,Long,G3,0.06072,True,0.06097,True,0.06138,2025-10-08 04:00:00,TP,0.8792834250965467,0.06138,0.059
BULLAUSDT,25m,0,2025-11-04 19:45:00,Short,G2,0.04021,False,0.0394,True,0.03937,2025-11-04 20:35:00,TP,0.038071065989841765,0.03937,0.04066
ACXUSDT,15m,0,2025-11-06 03:15:00,Short,G2,0.06533,True,0.06514,True,0.06375,2025-11-06 05:30:00,TP,2.276385375948494,0.06375,0.06715
UBUSDT,1h,0,2025-10-21 13:00:00,Short,G1,0.041098,True,0.038577,True,0.043557,2025-10-21 18:00:00,SL,-9.336680263570758,0.038275,0.043557
SUPERUSDT,30m,0,2025-10-18 04:30:00,Short,G1,0.3958,False,0.3915,True,0.3881,2025-10-18 05:30:00,TP,0.43422733077905673,0.3881,0.3974
SUPERUSDT,30m,1,2025-10-20 09:00:00,Short,G1,0.4133,False,0.4091,True,0.4067,2025-10-20 09:30:00,TP,0.29332681495966917,0.4067,0.4173
SUPERUSDT,30m,2,2025-10-20 09:30:00,Short,G1,0.4133,False,0.4077,True,0.4067,2025-10-20 10:30:00,TP,0.12263919548687773,0.4067,0.4173
ATOMUSDT,30m,0,2025-10-26 05:30:00,Long,G1,3.126,False,3.142,True,3.151,2025-10-26 07:30:00,TP,0.14322087842138603,3.151,3.113
ATOMUSDT,15m,0,2025-11-02 09:45:00,Short,G1,3.056,False,3.036,True,3.022,2025-11-02 10:15:00,TP,0.23056653491436485,3.022,3.057
PUMPUSDT,30m,0,2025-10-30 21:00:00,Long,G1,0.00418,False,0.004353,True,0.004476,2025-10-31 01:00:00,TP,1.412818745692624,0.004476,0.004118
PUMPUSDT,1h,0,2025-10-03 18:00:00,Short,G2,0.007189,False,0.007035,True,0.00702,2025-10-03 19:00:00,TP,0.10660980810234108,0.00702,0.007534
PUMPUSDT,15m,0,2025-11-04 11:30:00,Short,G1,0.003957,False,0.003905,True,0.003885,2025-11-04 11:45:00,TP,0.25608194622279196,0.003885,0.003958
HYPERUSDT,15m,0,2025-11-03 19:00:00,Short,G1,0.162,False,0.1584,True,0.1575,2025-11-03 19:15:00,TP,0.28409090909091284,0.1575,0.1626
HYPERUSDT,15m,1,2025-11-04 11:45:00,Short,G3,0.1543,True,0.1539,True,0.1521,2025-11-04 13:15:00,TP,1.2978585334198582,0.1521,0.1564
AVAUSDT,30m,0,2025-10-28 12:00:00,Short,G3,0.3883,True,0.3855,True,0.3891,2025-10-28 13:00:00,SL,-0.5686223830447091,0.3836,0.3891
AVAUSDT,1h,0,2025-10-08 02:00:00,Long,G1,0.5145,True,0.5182,True,0.5108,2025-10-08 03:00:00,SL,-1.0748523288467018,0.5243,0.5108
AVAUSDT,1h,1,2025-11-02 21:00:00,Long,G1,0.3548,False,0.3588,True,0.3589,2025-11-02 22:00:00,FORCED_CLOSE_NEW_SIGNAL,0.01393534002229501,0.3622,0.3519
AVAUSDT,1h,2,2025-11-02 22:00:00,Long,G1,0.3548,False,0.3589,True,0.3622,2025-11-03 00:00:00,TP,0.45973808860407145,0.3622,0.3519
AVAUSDT,15m,0,2025-11-01 19:15:00,Short,G1,0.3715,True,0.3697,True,0.372,2025-11-01 20:15:00,SL,-0.37776578521317117,0.3686,0.372
AVAUSDT,15m,1,2025-11-04 12:15:00,Short,G3,0.3411,False,0.3356,True,0.3367,2025-11-04 12:30:00,TP,-0.1638855780691284,0.3367,0.3441
RAYSOLUSDT,30m,0,2025-11-01 14:00:00,Short,G1,1.6863,True,1.6764,True,1.6603,2025-11-01 22:00:00,TP,1.251970143039807,1.6603,1.6962
RAYSOLUSDT,15m,0,2025-11-05 11:30:00,Long,G3,1.3148,False,1.3183,True,1.3283,2025-11-06 10:00:00,TP,0.37927634074186484,1.3283,1.2977
RAYSOLUSDT,25m,0,2025-11-04 22:15:00,Long,G1,1.2375,False,1.3089,True,1.3344,2025-11-05 02:25:00,TP,0.9741003896401588,1.3344,1.2287
LISTAUSDT,1h,0,2025-10-24 11:00:00,Short,G3,0.2936,False,0.2874,True,0.2826,2025-10-24 14:00:00,TP,0.8350730688935233,0.2826,0.2996
BUSDT,1h,0,2025-10-20 21:00:00,Long,G1,0.1546,False,0.1585,True,0.159,2025-10-20 22:00:00,TP,0.15772870662460584,0.159,0.1533
BUSDT,1h,1,2025-10-23 07:00:00,Long,G2,0.1523,False,0.1547,True,0.1554,2025-10-23 09:00:00,TP,0.2262443438914047,0.1554,0.1512
GIGGLEUSDT,1h,0,2025-10-23 00:00:00,Long,G1,110.05,False,111.93,True,113.62,2025-10-23 01:00:00,TP,0.7549361207897782,113.62,109.24
THETAUSDT,30m,0,2025-10-31 16:00:00,Short,G2,0.4945,False,0.4919,True,0.4894,2025-11-01 05:30:00,TP,0.2541166903842247,0.4894,0.4973
THETAUSDT,1h,0,2025-10-30 21:00:00,Long,G1,0.4689,False,0.4762,True,0.481,2025-10-30 23:00:00,TP,0.5039899202015928,0.481,0.4668
THETAUSDT,15m,0,2025-11-03 19:00:00,Short,G1,0.434,False,0.4264,True,0.4242,2025-11-03 19:15:00,TP,0.2579737335834873,0.4242,0.4351
BIOUSDT,30m,0,2025-10-30 06:00:00,Long,G2,0.08465,True,0.08509,True,0.08215,2025-10-30 12:00:00,SL,-3.204901614233534,0.08562,0.08215
PAXGUSDT,30m,0,2025-10-24 18:00:00,Short,G1,4126.76,False,4099.75,True,4092.22,2025-10-24 20:00:00,TP,0.0918348679797573,4092.22,4131.99
PAXGUSDT,30m,1,2025-11-04 03:30:00,Long,G1,3971.97,True,3985.54,True,3966.83,2025-11-04 05:30:00,SL,-0.29971687123233726,3991.5,3966.83
PLAYUSDT,30m,0,2025-10-26 07:30:00,Short,G1,0.02912,True,0.02876,True,0.02916,2025-10-26 08:00:00,SL,-0.7601935038009605,0.02862,0.02916
PLAYUSDT,30m,1,2025-11-04 00:00:00,Long,G3,0.02123,False,0.02136,True,0.022,2025-11-04 02:00:00,TP,1.498127340823966,0.022,0.02102
AUCTIONUSDT,30m,0,2025-10-20 13:00:00,Short,G1,10.43,True,9.758,True,9.18,2025-10-21 01:00:00,TP,9.05488408955815,9.18,10.933
AUCTIONUSDT,1h,0,2025-10-04 02:00:00,Short,G3,8.892,False,8.763,True,8.693,2025-10-04 08:00:00,TP,0.39940659591464267,8.693,8.967
AUCTIONUSDT,15m,0,2025-11-02 12:30:00,Short,G1,7.322,False,7.198,True,7.129,2025-11-02 14:15:00,TP,0.479299805501534,7.129,7.423
BABYUSDT,30m,0,2025-10-27 03:30:00,Short,G3,0.03313,True,0.03304,True,0.03277,2025-10-27 07:30:00,TP,0.952093093546933,0.03277,0.0334
BABYUSDT,30m,1,2025-11-01 13:30:00,Short,G1,0.02802,False,0.02784,True,0.02755,2025-11-02 04:30:00,TP,0.5208333333333308,0.02755,0.02804
BABYUSDT,1h,0,2025-11-03 13:00:00,Long,G1,0.0242,True,0.02495,True,0.02521,2025-11-03 15:00:00,TP,2.583926754832147,0.02521,0.02418
TOSHIUSDT,30m,0,2025-10-19 19:30:00,Short,G1,0.0007413,False,0.0007324,True,0.0007213,2025-10-19 21:00:00,TP,0.7577826324412889,0.0007213,0.000743
TOSHIUSDT,1h,0,2025-10-11 21:00:00,Short,G2,0.0007961,False,0.0007756,True,0.0007732,2025-10-11 23:00:00,TP,0.15471892728210096,0.0007732,0.0008596
BARDUSDT,30m,0,2025-10-27 02:30:00,Short,G2,0.6714,True,0.6687,True,0.674,2025-10-27 05:30:00,SL,-0.5895082456533107,0.6677,0.674
BARDUSDT,30m,1,2025-11-04 17:00:00,Short,G3,0.6766,False,0.6738,True,0.6712,2025-11-04 17:30:00,TP,0.19293558919560225,0.6712,0.6966
BARDUSDT,15m,0,2025-11-03 12:45:00,Short,G1,0.6717,False,0.6683,True,0.6661,2025-11-03 15:30:00,TP,0.1645967379919183,0.6661,0.6719
BARDUSDT,15m,1,2025-11-05 20:15:00,Short,G1,0.7278,True,0.7235,True,0.7346,2025-11-05 21:00:00,SL,-1.2333769723696015,0.7151,0.7346
COTIUSDT,15m,0,2025-11-05 06:15:00,Short,G3,0.02745,False,0.0272,True,0.02714,2025-11-05 06:30:00,TP,0.11029411764705434,0.02714,0.02758
SPELLUSDT,30m,0,2025-10-23 19:00:00,Short,G1,0.0003516,False,0.0003491,True,0.0003462,2025-10-23 20:30:00,TP,0.41535376682898345,0.0003462,0.0003522
SPELLUSDT,30m,1,2025-10-31 06:30:00,Short,G1,0.0003224,False,0.0003184,True,0.0003148,2025-10-31 11:00:00,TP,0.5653266331658259,0.0003148,0.0003229
CARVUSDT,45m,0,2025-11-03 21:45:00,Short,G3,0.181,True,0.1796,True,0.1829,2025-11-04 00:45:00,SL,-1.4420410427065953,0.1739,0.1829
GPSUSDT,1h,0,2025-10-05 09:00:00,Short,G1,0.01272,False,0.01256,True,0.01236,2025-10-05 13:00:00,TP,0.7961783439490466,0.01236,0.01273
GPSUSDT,1h,1,2025-10-27 17:00:00,Long,G2,0.00843,False,0.00856,True,0.00855,2025-10-27 18:00:00,TP,-0.05841121495326865,0.00855,0.00833
GPSUSDT,15m,0,2025-11-02 16:45:00,Long,G1,0.007018,True,0.007115,True,0.007132,2025-11-02 21:45:00,TP,0.9269086535059854,0.007132,0.00694
GPSUSDT,25m,0,2025-11-04 04:45:00,Short,G2,0.006166,True,0.006121,True,0.006091,2025-11-04 20:10:00,TP,0.8545617319117701,0.006091,0.006201
VELODROMEUSDT,30m,0,2025-10-27 03:00:00,Short,G3,0.03502,False,0.03469,True,0.03461,2025-10-27 04:00:00,TP,0.115307004900543,0.03461,0.03554
VELODROMEUSDT,1h,0,2025-11-01 03:00:00,Short,G3,0.04337,False,0.04004,True,0.03924,2025-11-02 15:00:00,TP,0.9990009990010016,0.03924,0.045
XPLUSDT,15m,0,2025-10-31 17:45:00,Long,G1,0.2847,False,0.2888,True,0.29,2025-10-31 18:00:00,TP,0.20775623268697693,0.29,0.2843
SUSHIUSDT,1h,0,2025-10-31 01:00:00,Long,G1,0.4794,False,0.4862,True,0.4906,2025-10-31 02:00:00,FORCED_CLOSE_NEW_SIGNAL,0.4524886877828012,0.4943,0.4628
SUSHIUSDT,1h,1,2025-10-31 02:00:00,Long,G1,0.4794,False,0.4906,True,0.4943,2025-10-31 04:00:00,TP,0.3770892784345736,0.4943,0.4628
SUSHIUSDT,15m,0,2025-11-03 21:45:00,Long,G1,0.4355,False,0.4423,True,0.4444,2025-11-03 22:45:00,TP,0.23739543296405047,0.4444,0.4345
WUSDT,1h,0,2025-09-28 14:00:00,Long,G1,0.10232,True,0.10292,True,0.10433,2025-09-29 13:00:00,TP,1.6663418436952029,0.10433,0.10016
WUSDT,1h,1,2025-10-15 04:00:00,Short,G3,0.0842,False,0.08329,True,0.08203,2025-10-15 06:00:00,TP,0.7563933245287533,0.08203,0.08674
WUSDT,15m,0,2025-11-02 08:45:00,Short,G1,0.06805,False,0.0673,True,0.06696,2025-11-02 09:30:00,TP,0.25260029717681504,0.06696,0.06839
WUSDT,15m,1,2025-11-04 12:15:00,Short,G1,0.0571,False,0.05643,True,0.05624,2025-11-04 12:30:00,TP,0.1683501683501707,0.05624,0.05735
GMXUSDT,25m,0,2025-11-04 22:15:00,Long,G1,7.911,False,8.333,True,8.451,2025-11-05 01:35:00,TP,0.7080283211328473,8.451,7.848
LUMIAUSDT,15m,0,2025-11-01 16:00:00,Long,G2,0.1426,False,0.1445,True,0.1439,2025-11-01 16:15:00,TP,-0.20761245674740123,0.1439,0.1408
STRKUSDT,30m,0,2025-10-23 11:00:00,Short,G1,0.1196,False,0.1188,True,0.1182,2025-10-23 11:30:00,TP,0.2525252525252539,0.1182,0.1204
STRKUSDT,30m,1,2025-10-23 12:00:00,Short,G1,0.1196,False,0.1182,True,0.1182,2025-10-23 12:30:00,TP,0.0,0.1182,0.1204
STRKUSDT,1h,0,2025-10-30 21:00:00,Long,G1,0.1051,False,0.1076,True,0.1082,2025-10-30 23:00:00,TP,0.27881040892193465,0.1082,0.1047
PORT3USDT,15m,0,2025-10-30 05:00:00,Long,G3,0.03632,False,0.03686,True,0.03695,2025-10-30 05:15:00,TP,0.12208355941399865,0.03695,0.0358
PORT3USDT,15m,1,2025-10-30 17:00:00,Long,G3,0.03391,True,0.03402,True,0.03361,2025-10-30 17:30:00,SL,-1.04519358162815,0.03481,0.03361
NILUSDT,30m,0,2025-11-01 14:30:00,Short,G1,0.2473,False,0.2421,True,0.2384,2025-11-01 17:30:00,TP,0.7641470466749295,0.2384,0.2505
ENSUSDT,15m,0,2025-11-05 06:00:00,Short,G1,12.778,True,12.72,True,12.542,2025-11-05 08:15:00,TP,1.6236567573927423,12.542,12.829
ENSUSDT,25m,0,2025-11-04 22:15:00,Long,G1,11.768,False,12.58,True,12.632,2025-11-04 23:05:00,TP,0.20667726550079335,12.632,11.714
TUSDT,1h,0,2025-10-16 02:00:00,Long,G1,0.01255,True,0.01285,True,0.01246,2025-10-16 15:00:00,SL,-1.8897637795275504,0.01309,0.01246
VICUSDT,1h,0,2025-10-09 18:00:00,Long,G1,0.2032,False,0.2083,True,0.2113,2025-10-10 03:00:00,TP,0.7201152184349435,0.2113,0.2029
VICUSDT,1h,1,2025-11-04 23:00:00,Long,G2,0.1145,True,0.1171,True,0.1172,2025-11-05 00:00:00,TP,1.2089810017271143,0.1172,0.1124
KAITOUSDT,1h,0,2025-09-28 14:00:00,Short,G1,1.4178,True,1.3924,True,1.5095,2025-09-28 17:00:00,SL,-7.430076151163621,1.292,1.5095
KAITOUSDT,15m,0,2025-10-30 03:45:00,Short,G2,1.0646,True,1.0631,True,1.0593,2025-11-01 03:45:00,TP,0.4276918738544019,1.0593,1.0774
KAITOUSDT,15m,1,2025-11-03 09:30:00,Short,G2,0.9575,False,0.9489,True,0.9468,2025-11-03 09:45:00,TP,0.11065444198545635,0.9468,0.9636
KAITOUSDT,25m,0,2025-11-04 22:15:00,Long,G1,0.8222,False,0.8683,True,0.8767,2025-11-04 22:40:00,TP,0.4837037890130182,0.8767,0.8163
KAITOUSDT,25m,1,2025-11-04 22:40:00,Long,G1,0.8222,False,0.8702,True,0.8767,2025-11-04 23:05:00,TP,0.3734773615260895,0.8767,0.8163
OPENUSDT,30m,0,2025-10-28 07:00:00,Long,G2,0.3706,False,0.3736,True,0.3769,2025-10-28 07:30:00,TP,0.4416488222698107,0.3769,0.362
OPENUSDT,1h,0,2025-11-02 22:00:00,Long,G1,0.3357,False,0.3426,True,0.3466,2025-11-03 00:00:00,TP,0.5837711617046123,0.3466,0.3346
OPENUSDT,25m,0,2025-11-04 19:20:00,Long,G2,0.284,True,0.2873,True,0.277,2025-11-04 20:10:00,SL,-3.0281813408016585,0.2891,0.277
OLUSDT,1h,0,2025-11-06 02:00:00,Short,G3,0.02345,False,0.02303,True,0.02267,2025-11-06 05:00:00,TP,0.7815892314372541,0.02267,0.02392
GRASSUSDT,30m,0,2025-10-22 04:30:00,Long,G1,0.421,True,0.4267,True,0.4204,2025-10-22 05:00:00,SL,-0.8139672053792636,0.4296,0.4204
GRASSUSDT,1h,0,2025-11-02 21:00:00,Long,G1,0.3323,False,0.3358,True,0.3413,2025-11-02 23:00:00,TP,0.8189398451459209,0.3413,0.3311
JUPUSDT,30m,0,2025-10-26 10:30:00,Short,G3,0.4283,True,0.4282,True,0.4336,2025-10-26 11:30:00,SL,-1.249270286047861,0.4251,0.4336
JUPUSDT,15m,0,2025-11-03 07:30:00,Long,G2,0.3742,False,0.3765,True,0.3766,2025-11-03 08:00:00,TP,0.013280212483398272,0.3766,0.3702
JUPUSDT,15m,1,2025-11-06 02:45:00,Long,G3,0.3522,True,0.3524,True,0.3545,2025-11-06 03:15:00,TP,0.6244677831393641,0.3545,0.3463
JUPUSDT,25m,0,2025-11-04 04:45:00,Short,G2,0.3685,False,0.366,True,0.364,2025-11-04 05:10:00,TP,0.27322404371584724,0.364,0.3697
MEMEUSDT,30m,0,2025-10-18 18:00:00,Long,G3,0.001641,False,0.001665,True,0.001663,2025-10-18 20:00:00,TP,-0.060060060060061524,0.001663,0.001621
MEMEUSDT,30m,1,2025-10-23 19:00:00,Short,G1,0.001658,False,0.001631,True,0.001626,2025-10-23 19:30:00,TP,0.15328019619865152,0.001626,0.001661
MEMEUSDT,15m,0,2025-11-04 10:45:00,Short,G3,0.001401,True,0.001392,True,0.001403,2025-11-04 11:00:00,SL,-0.46544933762978846,0.001382,0.001403
BASUSDT,1h,0,2025-11-05 03:00:00,Long,G1,0.0082,True,0.00856,True,0.00805,2025-11-05 15:00:00,SL,-3.9379474940334176,0.00912,0.00805
BASUSDT,15m,0,2025-10-30 12:15:00,Long,G1,0.01256,True,0.01279,True,0.01237,2025-10-30 13:15:00,SL,-2.406311637080852,0.01312,0.01237
HANAUSDT,1h,0,2025-09-29 23:00:00,Long,G1,0.0443,True,0.04619,True,0.04249,2025-09-30 11:00:00,SL,-6.08907061553763,0.04833,0.04249
HANAUSDT,15m,0,2025-10-28 04:15:00,Long,G1,0.04433,False,0.04463,True,0.04483,2025-10-28 04:30:00,FORCED_CLOSE_NEW_SIGNAL,0.22406453058480708,0.04618,0.043
HANAUSDT,15m,1,2025-10-28 04:30:00,Long,G1,0.04433,True,0.04483,True,0.04618,2025-10-28 13:00:00,TP,3.5890533871691277,0.04618,0.043
HANAUSDT,15m,2,2025-10-31 12:15:00,Short,G3,0.03511,False,0.03458,True,0.03447,2025-10-31 12:30:00,TP,0.15905147484094706,0.03447,0.03537
WALUSDT,15m,0,2025-10-30 08:15:00,Short,G2,0.22,False,0.2188,True,0.2183,2025-10-30 08:30:00,TP,0.11425959780621583,0.2183,0.2213
CROSSUSDT,15m,0,2025-11-01 11:45:00,Short,G1,0.12983,False,0.12888,True,0.12776,2025-11-01 13:00:00,TP,0.4345127250155114,0.12776,0.13008
CROSSUSDT,15m,1,2025-11-02 17:00:00,Long,G3,0.12521,True,0.12567,True,0.1268,2025-11-02 21:00:00,TP,1.084183673469388,0.1268,0.12315
CROSSUSDT,15m,2,2025-11-03 21:45:00,Long,G2,0.11458,False,0.11571,True,0.11643,2025-11-03 22:00:00,TP,0.3111226341716413,0.11643,0.11356
MANAUSDT,1h,0,2025-10-02 14:00:00,Short,G3,0.3201,True,0.3167,True,0.3165,2025-10-02 15:00:00,TP,0.5967336683417125,0.3165,0.3218
MANAUSDT,15m,0,2025-11-06 02:45:00,Long,G3,0.2116,True,0.2117,True,0.2124,2025-11-06 04:45:00,TP,0.35435861091424553,0.2124,0.2082
KERNELUSDT,30m,0,2025-10-23 11:00:00,Short,G1,0.1683,False,0.1656,True,0.1654,2025-10-23 15:00:00,TP,0.06038647342995342,0.1654,0.1706
KERNELUSDT,15m,0,2025-11-04 14:45:00,Long,G1,0.1024,False,0.1056,True,0.1056,2025-11-04 15:00:00,TP,0.0,0.1056,0.1015
PENGUUSDT,30m,0,2025-10-23 11:00:00,Short,G1,0.02068,False,0.020536,True,0.0203,2025-10-23 15:00:00,TP,0.5746007012076356,0.0203,0.020717
OMUSDT,1h,0,2025-09-28 14:00:00,Long,G1,0.16446,False,0.16578,True,0.1672,2025-09-29 06:00:00,TP,0.4282784413077502,0.1672,0.1621
OMUSDT,15m,0,2025-10-30 00:30:00,Long,G1,0.10972,False,0.11067,True,0.11108,2025-10-30 00:45:00,TP,0.18523538447636834,0.11108,0.10955
OMUSDT,15m,1,2025-11-04 08:30:00,Long,G3,0.09122,False,0.09226,True,0.09346,2025-11-04 09:30:00,TP,0.6503360069369211,0.09346,0.08932
OMUSDT,15m,2,2025-11-04 12:15:00,Short,G1,0.09422,False,0.09242,True,0.09222,2025-11-04 12:30:00,TP,0.10820168794633506,0.09222,0.09477
OMUSDT,45m,0,2025-11-05 08:15:00,Short,G1,0.09335,True,0.09295,True,0.09182,2025-11-05 09:00:00,TP,1.4278046162104259,0.09182,0.09972
QNTUSDT,30m,0,2025-10-22 04:30:00,Long,G1,81.3,True,81.77,True,80.65,2025-10-22 09:30:00,SL,-1.085423437787442,82.23,80.65
QNTUSDT,1h,0,2025-10-28 07:00:00,Long,G1,80.71,False,81.91,True,82.05,2025-10-28 08:00:00,TP,0.08545965083628408,82.05,80.67
METUSDT,15m,0,2025-10-28 08:45:00,Long,G1,0.4385,False,0.4416,True,0.4473,2025-10-31 19:15:00,TP,0.6453804347826068,0.4473,0.4362
METUSDT,15m,1,2025-11-04 00:15:00,Short,G2,0.3589,True,0.3563,True,0.355,2025-11-04 00:30:00,TP,0.727069351230438,0.355,0.3602
HIGHUSDT,30m,0,2025-10-27 03:30:00,Short,G1,0.3251,True,0.323,True,0.3208,2025-10-27 07:30:00,TP,1.0029316463508813,0.3208,0.3263
HIGHUSDT,1h,0,2025-10-05 11:00:00,Short,G1,0.4965,False,0.4935,True,0.4896,2025-10-05 14:00:00,TP,0.395136778115503,0.4896,0.5026
HIGHUSDT,1h,1,2025-10-09 18:00:00,Long,G1,0.4522,False,0.4588,True,0.4698,2025-10-10 03:00:00,TP,1.1987794245858774,0.4698,0.4333
HIGHUSDT,15m,0,2025-10-29 21:15:00,Short,G1,0.3113,False,0.3087,True,0.3037,2025-10-29 23:30:00,TP,0.8098477486232505,0.3037,0.3119
HIGHUSDT,15m,1,2025-11-02 11:45:00,Long,G1,0.2933,False,0.2968,True,0.298,2025-11-02 12:00:00,TP,0.20215633423180238,0.298,0.2912
ONEUSDT,30m,0,2025-10-24 10:00:00,Short,G2,0.00659,False,0.00655,True,0.00654,2025-10-24 10:30:00,TP,0.07633587786259893,0.00654,0.00662
ONEUSDT,1h,0,2025-10-25 12:00:00,Long,G1,0.00657,False,0.00662,True,0.00667,2025-10-25 14:00:00,TP,0.3776435045317198,0.00667,0.00653
ONTUSDT,1h,0,2025-10-11 13:00:00,Short,G3,0.0966,False,0.095,True,0.0939,2025-10-11 14:00:00,TP,0.5789473684210545,0.0939,0.0989
BSVUSDT,1h,0,2025-11-05 03:00:00,Long,G1,19.99,False,20.8,True,21.47,2025-11-05 10:00:00,TP,1.6105769230769187,21.47,19.63
BSVUSDT,45m,0,2025-11-05 03:00:00,Long,G1,19.99,False,20.8,True,21.47,2025-11-05 09:45:00,TP,1.6105769230769187,21.47,19.63
TRUMPUSDT,15m,0,2025-10-28 08:45:00,Long,G2,6.762,False,6.819,True,6.825,2025-10-28 09:00:00,TP,0.04399472063352564,6.825,6.7
DRIFTUSDT,30m,0,2025-10-26 13:00:00,Short,G2,0.5031,False,0.5007,True,0.4983,2025-10-26 14:30:00,TP,0.239664469742362,0.4983,0.508
DRIFTUSDT,30m,1,2025-11-01 02:00:00,Short,G2,0.3963,True,0.394,True,0.4003,2025-11-01 02:30:00,SL,-1.30330254333797,0.3934,0.4003
DRIFTUSDT,1h,0,2025-10-08 08:00:00,Long,G1,0.828,False,0.8438,True,0.8646,2025-10-08 17:00:00,TP,1.232519554396779,0.8646,0.8221
DRIFTUSDT,15m,0,2025-10-28 17:00:00,Long,G1,0.421,False,0.425,True,0.43,2025-10-28 18:00:00,TP,0.5882352941176475,0.43,0.4201
